ID;Repositorium;Vorname Autor;Nachname Autor;Nationalität;Pseudonym/Anderer Name;Gesamtname Autor;Geburtsjahr;Sterbejahr;Autor:innengender;Titel;Dateiname;verwendetes Datum;Wörter;Typen;norm_year
448;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Der Heilige auf dem Paß;Federer_Heinrich_Umbrische_Reisegeschichtlein_Der_Heilige_auf_dem_Pass;1917;1360;693;1917
449;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Deutsch und Latein;Federer_Heinrich_Umbrische_Reisegeschichtlein_Deutsch_und_Latein;1917;1803;830;1917
450;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Die Katzen vom Pantheon;Federer_Heinrich_Umbrische_Reisegeschichtlein_Die_Katzen_vom_Pantheon;1917;4233;1815;1917
451;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Die umbrische Ziege;Federer_Heinrich_Umbrische_Reisegeschichtlein_Die_umbrische_Ziege;1917;2104;871;1917
452;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Eine Nacht in den Ambruzzen;Federer_Heinrich_Umbrische_Reisegeschichtlein_Eine_Nacht_in_den_Abruzzen;1917;2595;1193;1917
453;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Eine sonderbare Silvesternacht;Federer_Heinrich_Umbrische_Reisegeschichtlein_Eine_sonderbare_Silvesternacht;1917;3746;1511;1917
454;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Frau Agnes;Federer_Heinrich_Umbrische_Reisegeschichtlein_Frau_Agnes;1917;5393;1976;1917
455;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Im Felsenstädtchen Narni;Federer_Heinrich_Umbrische_Reisegeschichtlein_Im_Felsenstaedtchen_Narni;1917;4363;1733;1917
456;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;In den Bergnesstern;Federer_Heinrich_Umbrische_Reisegeschichtlein_In_den_Bergnestern;1917;1735;878;1917
457;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;In Franzens Poetenstube;Federer_Heinrich_Umbrische_Reisegeschichtlein_In_Franzens_Poetenstube;1917;1880;929;1917
458;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Mein Geschichtlein;Federer_Heinrich_Umbrische_Reisegeschichtlein_Mein_Geschichtlein;1917;10122;3090;1917
459;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Nach Amerika;Federer_Heinrich_Umbrische_Reisegeschichtlein_Nach_Amerika;1917;5713;2118;1917
460;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;San Benedettos Dornen und San Francescos Rosen;Federer_Heinrich_Umbrische_Reisegeschichtlein_San_Benedettos_Dornen;1917;1662;867;1917
461;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Santissima Trinità;Federer_Heinrich_Umbrische_Reisegeschichtlein_Santissima_Trinita;1917;1895;924;1917
462;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Sibilla Pagni und Taddeo Amente;Federer_Heinrich_Umbrische_Reisegeschichtlein_Sibilla_Pagni;1917;3095;1128;1917
463;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Über den umbrischen Tiber;Federer_Heinrich_Umbrische_Reisegeschichtlein_Ueber_den_umbrischen_Tiber;1917;1891;891;1917
464;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Wasserspiele von Terni;Federer_Heinrich_Umbrische_Reisegeschichtlein_Wasserspiele_von_Terni;1917;1489;764;1917
465;gutenberg;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Wie das Abc entstand;Federer_Heinrich_Umbrische_Reisegeschichtlein_Wie_das_Abc_entstand;1917;3960;1503;1917
466;textgrid;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Unser Nachtwächter Prometheus;Federer_Heinrich_Unser_Nachtwaechter_Prometheus;1911;17520;4795;1911
467;textgrid;Heinrich;Federer;Schweiz;;Heinrich Federer;1866;1928;male;Vater und Sohn im Examen;Federer_Heinrich_Vater_und_Sohn_im_Examen;1909;15765;4093;1909
468;gutenberg;Wilhelm;Fischer;Österreich;Fischer in Graz;Wilhelm Fischer;1846;1932;male;Das Licht im Elendhause;Fischer_Wilhelm_Das_Licht_im_Elendhause;1903;19404;3784;1903
469;gutenberg;Wilhelm;Fischer;Österreich;Fischer in Graz;Wilhelm Fischer;1846;1932;male;Frauendienst;Fischer_Wilhelm_Frauendienst;1899;15967;3489;1899
470;gutenberg;Wilhelm;Fischer;Österreich;Fischer in Graz;Wilhelm Fischer;1846;1932;male;Frühlingsleid;Fischer_Wilhelm_Fruehlingsleid;1898;13111;2753;1898
471;gutenberg;Wilhelm;Fischer;Österreich;Fischer in Graz;Wilhelm Fischer;1846;1932;male;Wastel;Fischer_Wilhelm_Wastel;1898;12013;3134;1898
472;gutenberg;Cäsar;Flaischlen;Deutschland;;Cäsar Flaischlen;1864;1920;male;Professor Hardtmut;Flaischlen_Caesar_Professor_Hardtmut;1897;10148;2454;1897
473;gutenberg;Cäsar;Flaischlen;Deutschland;;Cäsar Flaischlen;1864;1920;male;Schattenspiel;Flaischlen_Caesar_Schattenspiel;1902;2032;856;1902
474;gutenberg;Walter;Flex;Deutschland;;Walter Flex;1887;1917;male;Der Kanzler Klaus von Bismarck;Flex_Walter_Der_Kanzler_Klaus;1915;42113;7161;1915
475;gutenberg;Walter;Flex;Deutschland;;Walter Flex;1887;1917;male;Der Wanderer zwischen beiden Welten;Flex_Walter_Der_Wanderer;1917/1916;18524;4914;1916
476;gutenberg;Walter;Flex;Deutschland;;Walter Flex;1887;1917;male;Das Gebet für Jérôme;Flex_Walter_Novellen_Das_Gebet_fuer_Jerome;1907-1914;3519;1461;1907
477;gutenberg;Walter;Flex;Deutschland;;Walter Flex;1887;1917;male;Der Überläufer;Flex_Walter_Novellen_Der_Ueberlaeufer;1907-1914;1603;708;1907
478;gutenberg;Walter;Flex;Deutschland;;Walter Flex;1887;1917;male;Die Spur im Schnee;Flex_Walter_Novellen_Die_Spur_im_Schnee;1907-1914;4334;1485;1907
479;gutenberg;Walter;Flex;Deutschland;;Walter Flex;1887;1917;male;Martin Kettlers Opfer;Flex_Walter_Novellen_Martin_Kettlers_Opfer;1907-1914;5078;1751;1907
480;gutenberg;Walter;Flex;Deutschland;;Walter Flex;1887;1917;male;Waidwund;Flex_Walter_Novellen_Waidwund;1907-1914;4325;1506;1907
481;gutenberg;Walter;Flex;Deutschland;;Walter Flex;1887;1917;male;Werner;Flex_Walter_Novellen_Werner;1907-1914;7045;2120;1907
482;gutenberg;Walter;Flex;Deutschland;;Walter Flex;1887;1917;male;Das Armesünderwürfeln;Flex_Walter_Wallensteins_Antlitz_Das_Armesuenderwuerfeln;1918;2234;861;1918
483;gutenberg;Walter;Flex;Deutschland;;Walter Flex;1887;1917;male;Das Blut der Almuth Petrus;Flex_Walter_Wallensteins_Antlitz_Das_Blut_der_Almuth_Petrus;1918;4771;1424;1918
484;gutenberg;Walter;Flex;Deutschland;;Walter Flex;1887;1917;male;Das Gewitter;Flex_Walter_Wallensteins_Antlitz_Das_Gewitter;1918;1981;878;1918
485;gutenberg;Walter;Flex;Deutschland;;Walter Flex;1887;1917;male;Der Ring mit den blauen Steinen;Flex_Walter_Wallensteins_Antlitz_Der_Ring_mit_den_blauen_Steinen;1918;2039;880;1918
486;gutenberg;Walter;Flex;Deutschland;;Walter Flex;1887;1917;male;Der Trommelbube des Todes;Flex_Walter_Wallensteins_Antlitz_Der_Trommelbube_des_Todes;1918;3262;1103;1918
487;gutenberg;Walter;Flex;Deutschland;;Walter Flex;1887;1917;male;Wallensteins Antlitz;Flex_Walter_Wallensteins_Antlitz_Wallensteins_Antlitz;1918;2041;841;1918
488;gutenberg;Walter;Flex;Deutschland;;Walter Flex;1887;1917;male;Wolf Eschenlohr;Flex_Walter_Wolf_Eschenlohr;1917;16373;4476;1917
489;gutenberg;Gorch;Fock;Deutschland;Johann Wilhelm Kinau;Gorch Fock;1880;1916;male;Nach dem Sturm;Fock_Gorch_Nach_dem_Sturm;1908;43804;8132;1908
490;gutenberg;Gorch;Fock;Deutschland;Johann Wilhelm Kinau;Gorch Fock;1880;1916;male;Seefahrt ist not!;Fock_Gorch_Seefahrt_ist_not;1913;74751;9987;1913
491;textgrid;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Cécile;Fontane_Theodor_Cecile;1886/1887;55566;9699;1886
492;DTA;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Der Stechlin;Fontane_Theodor_Der_Stechlin;1897;125567;14915;1897
493;textgrid;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Die Poggenpuhls;Fontane_Theodor_Die_Poggenpuhls;1896;31784;5853;1896
494;DTA;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Effi Briest;Fontane_Theodor_Effi_Briest;1895;95830;11113;1895
495;textgrid;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Ellernklipp;Fontane_Theodor_Ellernklipp;1881;38705;5886;1881
496;textgrid;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Frau Jenny Treibel;Fontane_Theodor_Frau_Jenny_Treibel;1892;59324;9439;1892
497;textgrid;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Graf Petöfy;Fontane_Theodor_Graf_Petoefy;1884;59474;9539;1884
498;textgrid;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Grete Minde;Fontane_Theodor_Grete_Minde;1879/1880;32612;5462;1879
499;DTA;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Irrungen, Wirrungen;Fontane_Theodor_Irrungen;1887;51811;8186;1887
500;textgrid;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;L'Adultera;Fontane_Theodor_LAdultera;1880/1882;44071;8014;1880
501;textgrid;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Mathilde Möhring;Fontane_Theodor_Mathilde_Moehring;1906/1907;32884;5239;1906
502;gutenberg;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Meine Kinderjahre;Fontane_Theodor_Meine_Kinderjahre;1894;57349;10697;1894
503;textgrid;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Quitt;Fontane_Theodor_Quitt;1890/1891;80363;11306;1890
504;DTA;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Schach von Wuthenow;Fontane_Theodor_Schach_von_Wuthenow;1882/1883;41957;8138;1882
505;textgrid;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Stine;Fontane_Theodor_Stine;1890;29710;5851;1890
506;textgrid;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Unterm Birnbaum;Fontane_Theodor_Unterm_Birnbaum;1885;32744;6046;1885
507;textgrid;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Unwiederbringlich;Fontane_Theodor_Unwiederbringlich;1892;81370;11367;1892
508;textgrid;Theodor;Fontane;Deutschland;Heinrich Theodor Fontane;Theodor Fontane;1819;1898;male;Vor dem Sturm;Fontane_Theodor_Vor_dem_Sturm;1878;223855;25127;1878
509;textgrid;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;»Baron Schmule«;Franzos_Karl_Emil_Baron_Schmule;1905;3019;1087;1905
510;textgrid;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Das Christusbild;Franzos_Karl_Emil_Das_Christusbild;1905;7436;2157;1905
511;textgrid;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Das »Kind der Sühne«;Franzos_Karl_Emil_Das_Kind_der_Suehne;1877;6419;1851;1877
512;gutenberg;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Der Aufstand der Wolowce;Franzos_Karl_Emil_Der_Bart_des_Abraham_Weinkaefer_Der_Aufstand_der_Wolowce;1886;9752;2788;1886
513;gutenberg;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Der Bart des Abraham Weinkäfer;Franzos_Karl_Emil_Der_Bart_des_Abraham_Weinkaefer_Der_Bart_des_Abraham_Weinkaefer;1886;2860;1056;1886
514;gutenberg;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Der lateinische Kanonier;Franzos_Karl_Emil_Der_Bart_des_Abraham_Weinkaefer_Der_lateinische_Kanonier;1886;3683;1328;1886
515;gutenberg;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Die »Gezwungenen«;Franzos_Karl_Emil_Der_Bart_des_Abraham_Weinkaefer_Die_Gezwungenen;1886;10889;3174;1886
516;gutenberg;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Gouvernanten und Gespielen;Franzos_Karl_Emil_Der_Bart_des_Abraham_Weinkaefer_Gouvernanten_und_Gespielen;1886;8149;2446;1886
517;gutenberg;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Jancu der Richter;Franzos_Karl_Emil_Der_Bart_des_Abraham_Weinkaefer_Jancu_der_Richter;1886;3129;1033;1886
518;gutenberg;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Zwei Retter;Franzos_Karl_Emil_Der_Bart_des_Abraham_Weinkaefer_Zwei_Retter;1886;4160;1420;1886
519;textgrid;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Der Pojaz;Franzos_Karl_Emil_Der_Pojaz;1905;136118;13924;1905
520;textgrid;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Der Shylock von Barnow;Franzos_Karl_Emil_Der_Shylock_von_Barnow;1905;10765;2785;1905
521;textgrid;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Der wilde Starost und die schöne Jütta;Franzos_Karl_Emil_Der_wilde_Starost;1905;7249;2132;1905
522;textgrid;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Esterka Regina;Franzos_Karl_Emil_Esterka_Regina;1905;11135;2683;1905
523;gutenberg;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Judith Trachtenberg;Franzos_Karl_Emil_Judith_Trachtenberg;1891;59025;8437;1891
524;textgrid;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Leib Weihnachtskuchen und sein Kind;Franzos_Karl_Emil_Leib_Weihnachtskuchen;1895;59166;7162;1895
525;gutenberg;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Moschko von Parma;Franzos_Karl_Emil_Moschko_von_Parma;1880;59925;8745;1880
526;textgrid;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Nach dem höheren Gesetz;Franzos_Karl_Emil_Nach_dem_hoeheren_Gesetz;1905;11834;2850;1905
527;textgrid;Karl Emil;Franzos;Österreich;;Karl Emil Franzos;1848;1904;male;Ohne Inschrift;Franzos_Karl_Emil_Ohne_Inschrift;1905;7764;2336;1905
528;textgrid;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Altmodische Leute;Frapan_Ilse_Altmodische_Leute;1890;11111;3064;1890
529;textgrid;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Arbeit;Frapan_Ilse_Arbeit;1903;75530;11878;1903
530;DTA;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Bittersüß;Frapan_Ilse_Bittersuess;1891;51114;8422;1891
531;textgrid;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Das Brosämle;Frapan_Ilse_Das_Brosaemle;1890;2101;880;1890
532;textgrid;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Der Erste;Frapan_Ilse_Der_Erste;1890;1717;755;1890
533;textgrid;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Die Last;Frapan_Ilse_Die_Last;1887;17001;4232;1887
534;textgrid;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Die Liebe ist gerettet;Frapan_Ilse_Die_Liebe_ist_gerettet;1890;1998;839;1890
535;DTA;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Der erste Blick hinter die Coulissen;Frapan_Ilse_Fluegel_auf_Der_erste_Blick_hinter_die_Coulissen;1895;19881;4552;1895
536;DTA;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Liebesmühen;Frapan_Ilse_Fluegel_auf_Liebesmuehen;1895;23332;5293;1895
537;DTA;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Symbiose;Frapan_Ilse_Fluegel_auf_Symbiose;1895;15017;3444;1895
538;DTA;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Weiße Flamme;Frapan_Ilse_Fluegel_auf_Weisse_Flamme;1895;15385;3991;1895
539;textgrid;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;»Thedche Bolzen«;Frapan_Ilse_Thedche_Bolzen;1890;4832;1608;1890
540;textgrid;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;»Uns' Ida«;Frapan_Ilse_Uns_Ida;1890;4088;1383;1890
541;textgrid;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Von der Straße;Frapan_Ilse_Von_der_Strasse;1890;1558;705;1890
542;gutenberg;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Ameise;Frapan_Ilse_Was_der_Alltag_dichtet_Ameise;1899;7205;2346;1899
543;gutenberg;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Der alte Prediger;Frapan_Ilse_Was_der_Alltag_dichtet_Der_alte_Prediger;1899;4218;1448;1899
544;gutenberg;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Der Sitter;Frapan_Ilse_Was_der_Alltag_dichtet_Der_Sitter;1899;22814;5324;1899
545;gutenberg;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Dort oben;Frapan_Ilse_Was_der_Alltag_dichtet_Dort_oben;1899;10574;2395;1899
546;gutenberg;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Emerenz;Frapan_Ilse_Was_der_Alltag_dichtet_Emerenz;1899;6366;2025;1899
547;gutenberg;Ilse;Frapan;Deutschland;Elise Therese Levien, Ilse Frapan-Akunian;Ilse Frapan;1849;1908;female;Lütten;Frapan_Ilse_Was_der_Alltag_dichtet_Luetten;1899;5979;1888;1899
