ID;Repositorium;Vorname Autor;Nachname Autor;Nationalität;Pseudonym/Anderer Name;Gesamtname Autor;Geburtsjahr;Sterbejahr;Autor:innengender;Titel;Dateiname;verwendetes Datum;Wörter;Typen;norm_year
1230;gutenberg;Hermann;Löns;Deutschland;;Hermann Löns;1866;1914;male;Ein Waldspaziergang;Loens_Herrmann_Ein_Waldspaziergang;1911;1924;830;1911
1231;gutenberg;Hermann;Löns;Deutschland;;Hermann Löns;1866;1914;male;Fallaub;Loens_Herrmann_Fallaub;1911;1334;613;1911
1232;gutenberg;Hermann;Löns;Deutschland;;Hermann Löns;1866;1914;male;Frau Döllmer;Loens_Herrmann_Frau_Doellmer;1916;22286;5384;1916
1233;gutenberg;Hermann;Löns;Deutschland;;Hermann Löns;1866;1914;male;Frühlingsprobe;Loens_Herrmann_Fruehlingsprobe;1911;1434;679;1911
1234;gutenberg;Hermann;Löns;Deutschland;;Hermann Löns;1866;1914;male;Quaaks;Loens_Herrmann_Quaaks;1911;1918;843;1911
1235;gutenberg;Hermann;Löns;Deutschland;;Hermann Löns;1866;1914;male;Strandgut;Loens_Herrmann_Strandgut;1911;1233;517;1911
1236;gutenberg;Hermann;Löns;Deutschland;;Hermann Löns;1866;1914;male;Teckliges, Allzuteckliges;Loens_Herrmann_Teckliges;1911;1943;771;1911
1237;gutenberg;Hermann;Löns;Deutschland;;Hermann Löns;1866;1914;male;Wissenswertes vom Hasen;Loens_Herrmann_Wissenswertes_vom_Hasen;1911;1175;576;1911
1238;gutenberg;John Henry;Mackay;Deutschland;;John Henry Mackay;1864;1933;male;Der Freiheitssucher;Mackay_John_Henry_Der_Freiheitssucher;1920;72773;9489;1920
1239;gutenberg;John Henry;Mackay;Deutschland;;John Henry Mackay;1864;1933;male;Der Schwimmer;Mackay_John_Henry_Der_Schwimmer;1901;67136;8886;1901
1240;gutenberg;John Henry;Mackay;Deutschland;;John Henry Mackay;1864;1933;male;Der Unschuldige;Mackay_John_Henry_Der_Unschuldige;1909;22596;4229;1909
1241;gutenberg;John Henry;Mackay;Deutschland;;John Henry Mackay;1864;1933;male;Die Anarchisten;Mackay_John_Henry_Die_Anarchisten;1891;84209;12912;1891
1242;gutenberg;John Henry;Mackay;Deutschland;;John Henry Mackay;1864;1933;male;Die Menschen der Ehe;Mackay_John_Henry_Die_Menschen_der_Ehe;1892;14560;3546;1892
1243;textgrid;Eugenie;Marlitt;Deutschland;Friederieke Henriette Christiane Eugenie John;Eugenie Marlitt;1825;1887;female;Amtmanns Magd;Marlitt_Eugenie_Amtmanns_Magd;1881;59485;10657;1881
1244;gutenberg;Eugenie;Marlitt;Deutschland;Friederieke Henriette Christiane Eugenie John;Eugenie Marlitt;1825;1887;female;Das Eulenhaus;Marlitt_Eugenie_Das_Eulenhaus;1888;89912;12261;1888
1245;textgrid;Eugenie;Marlitt;Deutschland;Friederieke Henriette Christiane Eugenie John;Eugenie Marlitt;1825;1887;female;Das Heideprinzeßchen;Marlitt_Eugenie_Das_Heideprinzesschen;1872;123763;15847;1872
1246;textgrid;Eugenie;Marlitt;Deutschland;Friederieke Henriette Christiane Eugenie John;Eugenie Marlitt;1825;1887;female;Die Frau mit den Karfunkelsteinen;Marlitt_Eugenie_Die_Frau_mit_den_Karfunkelsteinen;1885;95673;13971;1885
1247;gutenberg;Eugenie;Marlitt;Deutschland;Friederieke Henriette Christiane Eugenie John;Eugenie Marlitt;1825;1887;female;Die zweite Frau;Marlitt_Eugenie_Die_zweite_Frau;1874;97922;14885;1874
1248;gutenberg;Eugenie;Marlitt;Deutschland;Friederieke Henriette Christiane Eugenie John;Eugenie Marlitt;1825;1887;female;Im Schillingshof;Marlitt_Eugenie_Im_Schillingshof;1880;129792;18657;1880
1249;textgrid;Eugenie;Marlitt;Deutschland;Friederieke Henriette Christiane Eugenie John;Eugenie Marlitt;1825;1887;female;Schulmeisters Marie;Marlitt_Eugenie_Schulmeisters_Marie;1888;19457;4633;1888
1250;gutenberg;Fritz;Mauthner;Deutschland/Österreich;;Fritz Mauthner;1849;1923;male;Die heilige Jadwiga;Mauthner_Fritz_Aus_dem_Maerchenbuch_der_Wahrheit_Die_heilige_Jadwiga;1896;1133;513;1896
1251;gutenberg;Fritz;Mauthner;Deutschland/Österreich;;Fritz Mauthner;1849;1923;male;Heinz Dichter;Mauthner_Fritz_Aus_dem_Maerchenbuch_der_Wahrheit_Heinz_Dichter;1896;1461;697;1896
1252;gutenberg;Fritz;Mauthner;Deutschland/Österreich;;Fritz Mauthner;1849;1923;male;Lügenohr;Mauthner_Fritz_Aus_dem_Maerchenbuch_der_Wahrheit_Luegenohr;1896;1075;428;1896
1253;gutenberg;Fritz;Mauthner;Deutschland/Österreich;;Fritz Mauthner;1849;1923;male;Mahadöh;Mauthner_Fritz_Aus_dem_Maerchenbuch_der_Wahrheit_Mahadoeh;1896;1108;459;1896
1254;gutenberg;Fritz;Mauthner;Deutschland/Österreich;;Fritz Mauthner;1849;1923;male;Der letzte Deutsche von Blatna;Mauthner_Fritz_Boehmische_Novellen_Der_letzte_Deutsche_von_Blatna;1919;50507;8320;1919
1255;gutenberg;Fritz;Mauthner;Deutschland/Österreich;;Fritz Mauthner;1849;1923;male;Die böhmische Handschrift;Mauthner_Fritz_Boehmische_Novellen_Die_boehmimsche_Handschrift;1919;50047;8158;1919
1256;gutenberg;Fritz;Mauthner;Deutschland/Österreich;;Fritz Mauthner;1849;1923;male;Der letzte Tod des Gautama Buddha;Mauthner_Fritz_Der_letzte_Tod;1917;25476;5043;1917
1257;gutenberg;Fritz;Mauthner;Deutschland/Österreich;;Fritz Mauthner;1849;1923;male;Der neue Ahasver;Mauthner_Fritz_Der_neue_Ahasver;1882;109141;13765;1882
1258;gutenberg;Fritz;Mauthner;Deutschland/Österreich;;Fritz Mauthner;1849;1923;male;Ein Abend im Irrenhause;Mauthner_Fritz_Ein_Abend_im_Irrenhause;1914;4596;1553;1914
1259;gutenberg;Fritz;Mauthner;Deutschland/Österreich;;Fritz Mauthner;1849;1923;male;Hypatia;Mauthner_Fritz_Hypatia;1892;90832;13130;1892
1260;gutenberg;Fritz;Mauthner;Deutschland/Österreich;;Fritz Mauthner;1849;1923;male;Vom armen Franischko;Mauthner_Fritz_Vom_armen_Franischko;1880;23362;4828;1880
1261;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Abdahn Effendi;May_Karl_Abdahn_Effendi;1909;24497;4372;1909
1262;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Am Jenseits;May_Karl_Am_Jenseits;1899;151781;13718;1899
1263;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Am »Kai-p'a«;May_Karl_Am_Kai-pa;1890;3172;1165;1890
1264;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Am Stillen Ocean;May_Karl_Am_Stillen_Ocean;1904;140579;16136;1904
1265;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Aqua benedetta;May_Karl_Aqua_benedetta;1878;7937;2423;1878
1266;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Ardistan und Dschinnistan;May_Karl_Ardistan_und_Dschinnistan;1909;323876;21998;1909
1267;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Auf den Nußbäumen;May_Karl_Auf_den_Nussbaeumen;1876;10000;2729;1876
1268;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Auf fremden Pfaden;May_Karl_Auf_fremden_Pfaden;1894;142546;14285;1894
1269;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Ausgeräuchert;May_Karl_Ausgeraeuchert;1876;5419;1501;1876
1270;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Bei den Aussätzigen;May_Karl_Bei_den_Aussaetzigen;1907;2603;1003;1907
1271;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Christ ist erstanden!;May_Karl_Christ_ist_erstanden;1893;12436;3140;1893
1272;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Das Ducatennest;May_Karl_Das_Ducatennest;1878;7551;2043;1878
1273;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Das Hamaïl;May_Karl_Das_Hamail;1887;1804;798;1887
1274;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Das Straußenreiten der Somal;May_Karl_Das_Straussenreiten_der_Somal;1889;1447;761;1889
1275;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Das Vermächtnis des Inka;May_Karl_Das_Vermaechtnis_des_Inka;1895;162799;14469;1895
1276;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Africander;May_Karl_Der_Africander;1878;3781;1423;1878
1277;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Amsenhändler;May_Karl_Der_Amsenhaendler;1883;9389;2365;1883
1278;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Dukatenhof;May_Karl_Der_Dukatenhof;1877;27723;5244;1877
1279;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Geist der Llano estakata;May_Karl_Der_Geist_der_Llano;1890;85310;10632;1890
1280;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Gichtmüller;May_Karl_Der_Gichtmueller;1879;9915;2427;1879
1281;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Giftheiner;May_Karl_Der_Giftheiner;1879;26235;4912;1879
1282;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Gitano;May_Karl_Der_Gitano;1875;6069;1915;1875
1283;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Herrgottsengel;May_Karl_Der_Herrgottsengel;1878;17919;3396;1878
1284;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Kaiserbauer;May_Karl_Der_Kaiserbauer;1878;6691;1852;1878
1285;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Oelprinz;May_Karl_Der_Oelprinz;1897;4869;1726;1897
1286;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Pflaumendieb;May_Karl_Der_Pflaumendieb;1879;17885;3823;1879
1287;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der »Samiel«;May_Karl_Der_Samiel;1878;7916;2020;1878
1288;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Schatz der Mixtekas;May_Karl_Der_Schatz_der_Mixtekas;1901/1902;86747;9088;1901
1289;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Scheerenschleifer;May_Karl_Der_Scheerenschleifer;1880;30906;5062;1880
1290;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Schlangenmensch;May_Karl_Der_Schlangenmensch;1890;2369;1029;1890
1291;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Schut;May_Karl_Der_Schut;1892;138510;12948;1892
1292;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der schwarze Mustang;May_Karl_Der_schwarze_Mustang;1896;93364;10285;1896
1293;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Scout;May_Karl_Der_Scout;1888;105078;11347;1888
1294;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Sohn des Bärenjägers;May_Karl_Der_Sohn_des_Baerenjaegers;1890;111515;12308;1890
1295;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Teufelsbauer;May_Karl_Der_Teufelsbauer;1878;16380;3787;1878
1296;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Waldkönig;May_Karl_Der_Waldkoenig;1879;38024;6255;1879
1297;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Der Weg zum Glück;May_Karl_Der_Weg_zum_Glueck;1888;990351;37969;1888
1298;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Des Kindes Ruf;May_Karl_Des_Kindes_Ruf;1878;10558;2646;1878
1299;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Deutsche Herzen;May_Karl_Deutsche_Herzen;1885-1888;976018;34465;1885
1300;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die Abenteuer des schwarzen Gerard;May_Karl_Die_Abenteuer_des_schwarzen_Gerard;1901/1902;187712;14002;1901
1301;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die beiden Kulledschi;May_Karl_Die_beiden_Kulledschi;1891;3440;1211;1891
1302;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die beiden Nachtwächter;May_Karl_Die_beiden_Nachtwaechter;1878;7750;2023;1878
1303;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die Both Shatters;May_Karl_Die_Both_Shatters;1882;6769;2027;1882
1304;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die drei Feldmarschalls;May_Karl_Die_drei_Feldmarschalls;1878;14893;3330;1878
1305;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die falschen Excellenzen;May_Karl_Die_falschen_Excellenzen;1878;12730;2782;1878
1306;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die Fastnachtsnarren;May_Karl_Die_Fastnachtsnarren;1875;8558;2097;1875
1307;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die Gum;May_Karl_Die_Gum;1878;6431;2098;1878
1308;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die Kriegskasse;May_Karl_Die_Kriegskasse;1878;5468;1839;1878
1309;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die Laubthaler;May_Karl_Die_Laubthaler;1878;6870;1756;1878
1310;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die Liebe des Ulanen;May_Karl_Die_Liebe_des_Ulanen;1885;680682;30425;1885
1311;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die Rache des Ehri;May_Karl_Die_Rache_des_Ehri;1878;3973;1564;1878
1312;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die Rache des Mormonen;May_Karl_Die_Rache_des_Mormonen;1890;2931;1167;1890
1313;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die Rose von Ernstthal;May_Karl_Die_Rose_von_Ernstthal;1875;20326;4887;1875
1314;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die Rose von Sokna;May_Karl_Die_Rose_von_Sokna;1878;5555;1857;1878
1315;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die Sklavenkarawane;May_Karl_Die_Sklavenkarawane;1893;177200;15447;1893
1316;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die Tochter des Granden;May_Karl_Die_Tochter_des_Granden;1901;135515;12206;1901
1317;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die »Umm ed Dschamahl«;May_Karl_Die_Umm_ed_Dschamahl;1898;16763;3671;1898
1318;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die Universalerben;May_Karl_Die_Universalerben;1879;9802;2471;1879
1319;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die verhängnißvolle Neujahrsnacht;May_Karl_Die_verhaengnissvolle_Neujahrsnacht;1877;8574;2221;1877
1320;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Die verwünschte Ziege;May_Karl_Die_verwuenschte_Ziege;1878;4554;1417;1878
1321;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Durch das Land der Skipetaren;May_Karl_Durch_das_Land;1892;144682;13224;1892
1322;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Durch die Wüste;May_Karl_Durch_die_Wueste;1892;145758;14519;1892
1323;DTA;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Durchs Wilde Kurdistan;May_Karl_Durchs_Wilde_Kurdistan;1892;149579;12828;1892
1324;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Ein Abenteuer auf Ceylon;May_Karl_Ein_Abenteuer_auf_Ceylon;1878;4886;1707;1878
1325;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Ein Dichter;May_Karl_Ein_Dichter;1879;32662;6131;1879
1326;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Ein Fürst des Schwindels;May_Karl_Ein_Fuerst_des_Schwindels;1880;21058;4307;1880
1327;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Ein Fürst-Marschall als Bäcker;May_Karl_Ein_Fuerst-Marschall_als_Baecker;1882;35431;5790;1882
1328;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Ein Gardeleutnant;May_Karl_Ein_Gardeleutnant;1901/1902;104690;10840;1901
1329;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Ein Oelbrand;May_Karl_Ein_Oelbrand;1882;17474;3982;1882
1330;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Ein Phi-Phob;May_Karl_Ein_Phi-Phob;1887;2366;985;1887
1331;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Ein Prairiebrand;May_Karl_Ein_Prairiebrand;1887;2107;934;1887
1332;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Ein Self-man;May_Karl_Ein_Self-man;1878;6462;1823;1878
1333;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Ein Stücklein vom alten Dessauer;May_Karl_Ein_Stuecklein;1875;5294;1733;1875
1334;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Eine Seehundsjagd;May_Karl_Eine_Seehundsjagd;1891;4410;1586;1891
1335;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Erkämpftes Glück;May_Karl_Erkaempftes_Glueck;1901/1902;243005;16177;1901
1336;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Erzgebirgische Dorfgeschichten;May_Karl_Erzgebirgische_Dorfgeschichten;1898;64276;7764;1898
1337;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Freuden und Leiden eines Vielgelesenen;May_Karl_Freuden_und_Leiden;1896;9993;2848;1896
1338;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Fürst und Leiermann;May_Karl_Fuerst_und_Leiermann;1882;9179;2488;1882
1339;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Husarenstreiche;May_Karl_Husarenstreiche;1878;22986;4023;1878
1340;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Ibn el 'amm;May_Karl_Ibn_el_amm;1887;1743;830;1887
1341;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Im Lande des Mahdi;May_Karl_Im_Lande_des_Mahdi;1896;458886;24577;1896
1342;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Im Mistake-Cannon;May_Karl_Im_Mistake-Cannon;1889;1442;673;1889
1343;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Im Reiche des silbernen Löwen;May_Karl_Im_Reiche_des_silbernen_Loewen;1898;636958;32818;1898
1344;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Im Seegerkasten;May_Karl_Im_Seegerkasten;1875;3059;1203;1875
1345;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Im Sonnenthau;May_Karl_Im_Sonnenthau;1879;9131;2418;1879
1346;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Im »wilden Westen« Nordamerika's;May_Karl_Im_wilden_Westen_Nordamerikas;1882;31293;5719;1882
1347;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Im Wollteufel;May_Karl_Im_Wollteufel;1876;6794;1811;1876
1348;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;In den Cordilleren;May_Karl_In_den_Cordilleren;1913;145638;11404;1913
1349;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;In den Schluchten des Balkan;May_Karl_In_den_Schluchten;1892;144255;13641;1892
1350;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Inn - nu - woh, der Indianerhäuptling;May_Karl_Inn;1875;3767;1452;1875
1351;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Khong-Kheou, das Ehrenwort;May_Karl_Khong-Kheou;1887/1888;158368;16601;1887
1352;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Leïlet;May_Karl_Leilet;1876;20012;4724;1876
1353;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;›Marhameh‹;May_Karl_Marhameh;1910;7790;2135;1910
1354;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Matavese, der Fürst des Felsens;May_Karl_Matavese;1901/1902;237250;16794;1901
1355;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Mutterliebe;May_Karl_Mutterliebe;1897;10899;2456;1897
1356;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Nach Sibirien;May_Karl_Nach_Sibirien;1878;7967;2334;1878
1357;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Orangen und Datteln;May_Karl_Orangen_und_Datteln;1894;163414;16098;1894
1358;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Pandur und Grenadier;May_Karl_Pandur_und_Grenadier;1883;13621;3089;1883
1359;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Prairiebrand in Texas;May_Karl_Prairiebrand_in_Texas;1889;1536;699;1889
1360;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Robert Surrouf;May_Karl_Robert_Surrouf;1882;28297;5606;1882
1361;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Schamah;May_Karl_Schamah;1911;26535;4768;1911
1362;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Sklavenrache;May_Karl_Sklavenrache;1889;1471;701;1889
1363;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Tui Fanua;May_Karl_Tui_Fanua;1880;8468;2280;1880
1364;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Und Friede auf Erden!;May_Karl_Und_Friede_auf_Erden;1904;173374;16020;1904
1365;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Unter den Werbern;May_Karl_Unter_den_Werbern;1876;28297;5182;1876
1366;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Unter der Windhose;May_Karl_Unter_der_Windhose;1886;8258;2342;1886
1367;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Vom Tode erstanden;May_Karl_Vom_Tode_erstanden;1878;5687;1841;1878
1368;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Von Bagdad nach Stambul;May_Karl_Von_Bagdad_nach_Stambul;1892;159064;15039;1892
1369;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Wanda;May_Karl_Wanda;1875;47645;7938;1875
1370;textgrid;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Wasserrast auf dem Marsche;May_Karl_Wasserrast_auf_dem_Marsche;1889;1108;564;1889
1371;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Weihnacht;May_Karl_Weihnacht;1897;157049;14358;1897
1372;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Winnetou I;May_Karl_Winnetou_1;1893;634292;31129;1893
1373;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Winnetou II;May_Karl_Winnetou_2;1893;161179;14932;1893
1374;gutenberg;Karl;May;Deutschland;Karl Friedrich May, Carl Friedrich May;Karl May;1842;1912;male;Winnetou III;May_Karl_Winnetou_3;1893;159737;14211;1893
